,Action Name,run,chrF,CodeBERTScore,CodeBLEU,CrystalBLEU,Edit Distance,ROUGE-L,LoC,Compilation Success,Run Success,Simulation
0,pour,1,0.6944206687720481,0.84151691198349,0.5088626961087948,0.17185236058094686,0.3774843838727996,0.38194443953149115,107,1,0,0.4
1,pour,2,0.7155463385596769,0.854798436164856,0.5377758309001017,0.17781229563534665,0.3729003359462486,0.3783783734991326,89,1,0,0.4
2,pour,3,0.6944206687720481,0.84151691198349,0.5088626961087948,0.17185236058094686,0.3774843838727996,0.38194443953149115,107,1,0,0.4
3,pour,4,0.7258808072949311,0.8523244261741638,0.5235858650767444,0.20880170875587337,0.42574759249873284,0.36085626439038987,73,1,0,0.25
4,pour,5,0.6789339929354563,0.8304005265235901,0.5081849543789874,0.17416001127313582,0.3809732573432705,0.3877550971528067,102,1,0,0.0
5,wipe,1,0.5600383275550976,0.845814049243927,0.4339061289273414,0.24502809891204771,0.5292129406084017,0.4538461488819527,46,1,0,0.3
6,wipe,2,0.557308753064773,0.8427358269691467,0.43512950400697376,0.2416188159263373,0.5243843553838725,0.45210727472585543,46,1,0,0.3
7,wipe,3,0.5746657996053629,0.8322290182113647,0.4660622918239435,0.1673646691823129,0.46370023419203743,0.44268774210126705,70,1,0,0.1
8,wipe,4,0.5378496397782104,0.838202178478241,0.4331494356590278,0.23163856989369608,0.49565427329792366,0.4374999950515748,44,1,0,0.1
9,wipe,5,0.557308753064773,0.8427358269691467,0.43512950400697376,0.2416188159263373,0.5243843553838725,0.45210727472585543,46,1,0,0.3
