,WuP,GloVe-Similarity,Sensorimotor Distance,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,CodeBERTScore,chrF,LoC,Generated,Reference
0,0.2,0.026859529316425303,0.0855097373008226,0.8594955539454142,0.8064516079032258,0.6885245851639346,0.8064516079032258,0.9538000822067259,0.8642741108240543,47.0,Halve,Close
1,0.3333333333333333,0.7839381098747253,0.143589044210939,0.10593667030711011,0.3408207588936838,0.19797505542792837,0.3096324859055229,0.8985352635383606,0.33246673461168375,66.4,Hold,Close
2,0.3333333333333333,0.720828115940094,0.045264758045214,0.671220064411709,0.8009523073092764,0.7527564381577528,0.8009523073092764,0.9518185496330261,0.777622712354159,36.0,Open,Close
3,0.25,0.5153879523277283,0.0702866678284649,0.7379874920076877,0.7065868214120263,0.5844748809099061,0.7065868214120263,0.9522169232368467,0.72778990026107,39.0,Pick-Up,Close
4,0.25,0.7576097846031189,0.0519029166068075,0.3946090569388808,0.435074785820648,0.26153845682468957,0.4085098869304432,0.9413375139236451,0.4950067049970849,30.4,Place-Down,Close
5,0.25,0.2032543271780014,0.0815941431836668,0.7493541191724107,0.7999999950106509,0.6415094289936634,0.7794871744978304,0.9581091403961182,0.9389513726369932,56.0,Pour,Close
6,0.22222222222222224,0.3808492720127105,0.0887489492764253,0.9039672232027451,0.7999999950001462,0.6721311425409836,0.7999999950001462,0.9561603665351868,0.8589986871350244,48.0,Slice,Close
7,0.25,0.3031244874000549,0.1558799708666,0.8452288132498204,0.7869210611073246,0.6474041975425183,0.7784665916002236,0.9652543544769288,0.8530701311816932,51.4,Wipe,Close
8,0.2,0.026859529316425303,0.0855097373008226,0.7996854476667724,0.7389610339748804,0.6973479973296024,0.7389610339748804,0.9552026391029356,0.8218294267549968,51.8,Close,Halve
9,0.25,0.1863423734903335,0.0978263036860699,0.3998238143127504,0.6245993175995135,0.5719225023263343,0.6245993175995135,0.941528034210205,0.5458073549489408,35.0,Hold,Halve
10,0.25,0.1374186724424362,0.0827258509852445,0.8667145520426548,0.7363636313673555,0.6909090859120294,0.7363636313673555,0.9557874798774721,0.8616260026356695,55.0,Open,Halve
11,0.2,0.1682203710079193,0.0710081231639225,0.520283792403813,0.679360069839673,0.6379772970062045,0.679360069839673,0.9450384140014648,0.6316897016054394,37.0,Pick-Up,Halve
12,0.2,0.11310732364654538,0.114183228214588,0.7323716803486724,0.6116504804840229,0.5632911342647413,0.6116504804840229,0.9490187764167786,0.759628925104812,51.0,Place-Down,Halve
13,0.2,0.3157775104045868,0.0776414292502186,0.7190216205661604,0.534482753624034,0.4249291734792832,0.534482753624034,0.9408812880516052,0.7901591156216417,63.0,Pour,Halve
14,0.1818181818181818,0.3771482110023498,0.0934805650414641,0.9361279049754485,0.8571428521432558,0.8236686340532545,0.8571428521432558,0.9858500838279725,0.93601471123698,58.0,Slice,Halve
15,0.2,0.5097622871398926,0.11827822412400799,0.7819366543858782,0.5769230719605215,0.5236593010156337,0.5769230719605215,0.9473660588264463,0.7772891154310537,56.0,Wipe,Halve
16,0.3333333333333333,0.7839381098747253,0.143589044210939,0.3490860317238469,0.5606558912294701,0.37534448582917956,0.5606558912294701,0.9443618535995484,0.544903725815586,23.0,Close,Hold
17,0.25,0.1863423734903335,0.0978263036860699,0.8101448496957635,0.698305079753583,0.5867502585645923,0.6644067746688374,0.9500495076179505,0.8118893649144422,47.4,Halve,Hold
18,0.5,0.739703357219696,0.103886621549432,0.5775784960245895,0.6982380904748664,0.5940034000951278,0.6845238047605807,0.9494985580444336,0.6926143622589198,32.6,Open,Hold
19,0.3333333333333333,0.6284888386726379,0.0669021654064496,0.9808005446465401,0.9670329620335709,0.9499999950002552,0.9670329620335709,0.9891449809074402,0.9852361228858595,51.0,Pick-Up,Hold
20,0.3333333333333333,0.7480592727661133,0.23493731438943302,0.7041527071109117,0.6699657612272892,0.5270390718855599,0.6255363811642448,0.9492832303047181,0.7547146412469423,43.4,Place-Down,Hold
21,0.3333333333333333,0.3653004169464111,0.11875767443836001,0.5134114736120651,0.35415461236107654,0.20331420023778693,0.3140329406604575,0.9303152084350585,0.5798569079463727,38.4,Pour,Hold
22,0.2857142857142857,0.3697307407855987,0.0513302142817702,0.8199363297329627,0.747126431798124,0.6616541303564363,0.7126436731774343,0.9522936344146729,0.8272869998136907,47.0,Slice,Hold
23,0.3333333333333333,0.43972694873809803,0.0158176034997597,0.7721040221935416,0.8041237063534915,0.7320261388216072,0.8041237063534915,0.9612232804298401,0.9194012143994954,63.0,Wipe,Hold
24,0.3333333333333333,0.720828115940094,0.045264758045214,0.9757348728234806,0.9354838659677419,0.8934426179508197,0.9354838659677419,0.9838960766792295,0.9778603906884076,46.0,Close,Open
25,0.25,0.1374186724424362,0.0827258509852445,0.8725877163116852,0.8021977972002172,0.6738589161626006,0.7934065884090086,0.9527532577514648,0.8347484823287138,45.0,Halve,Open
26,0.5,0.739703357219696,0.103886621549432,0.015171488187131602,0.3050847424231542,0.1999999969635555,0.3050847424231542,0.9009445309638975,0.1972973620806554,10.0,Hold,Open
27,0.3333333333333333,0.494068443775177,0.0311757950604205,0.6416690595475412,0.7169811272196511,0.612440186527781,0.7169811272196511,0.9487044215202332,0.6555200722130424,36.0,Pick-Up,Open
28,0.3333333333333333,0.8066946268081665,0.123578364246354,0.45306311813759237,0.4826378504621223,0.2986207111309634,0.4568301180260768,0.9419550776481629,0.5378844175334729,31.4,Place-Down,Open
29,0.3333333333333333,0.2541566789150238,0.0784764079700592,0.7828635594533515,0.812499995004883,0.6692307642497042,0.812499995004883,0.9570434093475342,0.9454225659011539,53.0,Pour,Open
30,0.2857142857142857,0.3194121122360229,0.0770675081437801,0.8510713309021188,0.7841518063861679,0.6661683663618516,0.7820241468116998,0.9519984722137451,0.8320408419327526,47.0,Slice,Open
31,0.3333333333333333,0.3229246437549591,0.139307387341262,0.8294585866806727,0.7878350878419652,0.6480620105156711,0.7878350878419652,0.9576110601425171,0.8534734875924801,51.0,Wipe,Open
32,0.25,0.5153879523277283,0.0702866678284649,0.9757348728234806,0.9354838659677419,0.8934426179508197,0.9354838659677419,0.9934811592102053,0.9778603906884076,46.0,Close,Pick-Up
33,0.2,0.1682203710079193,0.0710081231639225,0.8725877163116852,0.8021977972002172,0.6721991651252562,0.7912087862112064,0.9527454972267153,0.8378779396786076,45.0,Halve,Pick-Up
34,0.3333333333333333,0.6284888386726379,0.0669021654064496,0.09428297898056692,0.33134695505339556,0.23095298975482265,0.33134695505339556,0.93151695728302,0.28742957057927954,16.4,Hold,Pick-Up
35,0.3333333333333333,0.494068443775177,0.0311757950604205,0.7247299892588746,0.8751310887990762,0.8502780818276708,0.8751310887990762,0.9603405237197876,0.8203627795876678,36.4,Open,Pick-Up
36,0.25,0.6661379933357239,0.169426303267544,0.44093951676134485,0.48004427885298273,0.3114158746311642,0.47755980680329335,0.9429699540138244,0.5245340967568276,31.2,Place-Down,Pick-Up
37,0.25,0.1667963415384292,0.0699600588276674,0.5503612773872442,0.4688142644081175,0.3160888492889277,0.4688142644081175,0.9447157382965088,0.7818430369986008,55.0,Pour,Pick-Up
38,0.22222222222222224,0.44728294014930714,0.0743805998594153,0.6446469982828176,0.6621292136878387,0.480869560275213,0.6502219354520886,0.9579995632171631,0.6647090398221156,38.2,Slice,Pick-Up
39,0.25,0.2969381213188171,0.0946885101065148,0.2845276182302657,0.3673469341274469,0.2072538813594996,0.3673469341274469,0.9024578332900999,0.4069428641058613,24.0,Wipe,Pick-Up
40,0.25,0.7576097846031189,0.0519029166068075,0.04132984684892745,0.22365400326142928,0.09351655092252127,0.1829830952221002,0.8655169606208801,0.23040505092441235,11.4,Close,Place-Down
41,0.2,0.11310732364654538,0.114183228214588,0.6071765824933579,0.6734924429634079,0.5914440192017418,0.6694108103103467,0.9388705968856812,0.690200039588259,30.8,Halve,Place-Down
42,0.3333333333333333,0.7480592727661133,0.23493731438943302,0.0093601667535855,0.3015872988095238,0.2380952354790249,0.3015872988095238,0.8804634213447571,0.1851641900520911,8.0,Hold,Place-Down
43,0.3333333333333333,0.8066946268081665,0.123578364246354,0.04383035523273086,0.19522387713371575,0.07959110563509242,0.16277185154736182,0.8532499551773072,0.23764721991197985,10.4,Open,Place-Down
44,0.25,0.6661379933357239,0.169426303267544,0.1517197105673439,0.3687943224385092,0.1925133653292917,0.3687943224385092,0.9265211820602415,0.3532464549128524,17.0,Pick-Up,Place-Down
45,0.25,0.2918168306350708,0.11328961037275101,0.060367948194224044,0.2120082778457107,0.0848371634697854,0.18045548281465487,0.8740693926811218,0.22839429468888328,12.0,Pour,Place-Down
46,0.22222222222222224,0.4426504373550415,0.135771583124557,0.2930520747911768,0.4618333860596337,0.3868954252707492,0.4534417776680254,0.906798255443573,0.4526167396870521,47.8,Slice,Place-Down
47,0.25,0.3212550282478332,0.220155971966159,0.2007686304464546,0.19255067163237471,0.07950469053159831,0.1521452662269694,0.8703341603279113,0.37772574501917766,18.4,Wipe,Place-Down
48,0.25,0.2032543271780014,0.0815941431836668,0.7624902316232277,0.817679553029517,0.7272727223079369,0.7624309342449865,0.9515928626060486,0.8058263752877923,45.0,Close,Pour
49,0.2,0.3157775104045868,0.0776414292502186,0.8923827177830572,0.808510633300136,0.7483443658644358,0.7553191439384337,0.9522031545639038,0.8974001132926853,53.0,Halve,Pour
50,0.3333333333333333,0.3653004169464111,0.11875767443836001,0.596381207109085,0.7337278057434964,0.6217228415716312,0.7337278057434964,0.9502822756767271,0.6705945325555828,39.0,Hold,Pour
51,0.3333333333333333,0.2541566789150238,0.0784764079700592,0.7624902316232277,0.817679553029517,0.7412587362939509,0.817679553029517,0.9568248510360717,0.8059378098337632,45.0,Open,Pour
52,0.25,0.1667963415384292,0.0699600588276674,0.6645743185930704,0.7954898215574808,0.7390514198378064,0.7954898215574808,0.9608934879302978,0.7454652603184179,40.4,Pick-Up,Pour
53,0.25,0.2918168306350708,0.11328961037275101,0.6689428841124201,0.6738799612182562,0.5206533525977852,0.662721888521722,0.9495840311050415,0.7308347860788827,42.2,Place-Down,Pour
54,0.22222222222222224,0.5407348275184631,0.0772310812987127,0.8933590863498356,0.8035095365680501,0.757323466233605,0.8035095365680501,0.956977117061615,0.8988933751852161,53.4,Slice,Pour
55,0.25,0.509205162525177,0.0970422225532095,0.8923827177830572,0.8067994996737072,0.7615893989770186,0.8067994996737072,0.9573289036750794,0.8953690785902049,53.0,Wipe,Pour
56,0.22222222222222224,0.3808492720127105,0.0887489492764253,0.5709960406298045,0.7134502874593893,0.64638782777834,0.7134502874593893,0.9462175965309145,0.6672975292999666,40.0,Close,Slice
57,0.1818181818181818,0.3771482110023498,0.0934805650414641,0.9971550403323202,0.9894736792105265,0.9864864814864868,0.9894736792105265,0.9974266886711118,0.9972427475162524,55.0,Halve,Slice
58,0.2857142857142857,0.3697307407855987,0.0513302142817702,0.2995408125771561,0.6542918482540097,0.560888575514813,0.6516944456566071,0.9376173853874207,0.48550259017990305,28.0,Hold,Slice
59,0.2857142857142857,0.3194121122360229,0.0770675081437801,0.7124128489788597,0.71910111861823,0.6859205726408529,0.71910111861823,0.9615573883056638,0.7609278715901212,47.0,Open,Slice
60,0.22222222222222224,0.44728294014930714,0.0743805998594153,0.4677913442084998,0.7484662528059016,0.69599999516928,0.7484662528059016,0.9439199924468994,0.6101140994059281,33.0,Pick-Up,Slice
61,0.22222222222222224,0.4426504373550415,0.135771583124557,0.41135998447445543,0.6217760976248224,0.500579272156095,0.6091497654227911,0.9420089244842529,0.5702957317337016,30.8,Place-Down,Slice
62,0.22222222222222224,0.5407348275184631,0.0772310812987127,0.7096380453895825,0.5046418958432287,0.3942242920400301,0.5046418958432287,0.9426372885704041,0.724776929686968,54.8,Pour,Slice
63,0.22222222222222224,0.5417711138725281,0.0503783542992758,0.6147828179348921,0.6873228218958913,0.6389986479714205,0.6873228218958913,0.949861717224121,0.681746311461145,42.4,Wipe,Slice
64,0.25,0.3031244874000549,0.1558799708666,0.8215174703225113,0.6708333283399434,0.5361403458895386,0.6708333283399434,0.959272027015686,0.815366050350228,32.6,Close,Wipe
65,0.2,0.5097622871398926,0.11827822412400799,0.870641483914287,0.687499995,0.5473684160526316,0.687499995,0.9778506755828855,0.8619412823802651,35.0,Halve,Wipe
66,0.3333333333333333,0.43972694873809803,0.0158176034997597,0.34507494251749965,0.36850648982256706,0.24313353408203975,0.3373376586537359,0.8974816799163818,0.3842075713399056,17.4,Hold,Wipe
67,0.3333333333333333,0.3229246437549591,0.139307387341262,0.31307244442685145,0.5040389706122104,0.3016851954794184,0.4881973864537946,0.9286592245101929,0.46181726391352573,17.8,Open,Wipe
68,0.25,0.2969381213188171,0.0946885101065148,0.8030503441434893,0.6536585315936282,0.5155555505709877,0.6536585315936282,0.9498212933540344,0.8035453503680721,32.0,Pick-Up,Wipe
69,0.25,0.3212550282478332,0.220155971966159,0.1218760627196376,0.3440860172135507,0.210526311707841,0.3440860172135507,0.9114351272583008,0.3438167873729354,13.0,Place-Down,Wipe
70,0.25,0.509205162525177,0.0970422225532095,0.7050778230664173,0.6102090373117915,0.46634938691181,0.6069032521878246,0.9480483770370484,0.8111935100065917,36.4,Pour,Wipe
71,0.22222222222222224,0.5417711138725281,0.0503783542992758,0.0002944609720484,0.1038961010895598,0.0373831755786532,0.1038961010895598,0.8526862859725952,0.0893405537366673,6.0,Slice,Wipe
